InChIkey,Solvent,MW,SASA,G_sol,DeltaG_sol,Volume,sol_dip,LsoluHsolv,LsolvHsolu,O_charges,C_charges,Most_neg,Most_pos,Het_charges,LogS
UJOBWOGCFQCDNV-UHFFFAOYNA-N,hexane,167.21,198.372,-21770.221999999994,-109.47159999999712,212.308,7.75582,10.661,12.811,0.0,-1.21396,-0.29659,0.27729,-0.29659,-2.962093653
VHHHONWQHHHLTI-UHFFFAOYNA-N,"1,2-dibromoethane",236.74,176.295,-21905.516,-45.27330434782198,212.308,7.75582,8.812,11.145,0.0,0.29005,-0.04844,0.14503,-0.29005,0.220051704
YLFRRPUBVUAHSR-RRPFGEQONA-N,cyclohexane,314.467,327.869,-33695.26999999999,-1502.0139999999883,212.308,7.75582,10.378,13.392,-1.13404,-3.54561,-0.63729,0.61202,-1.13404,-1.572575859
MWPLVEDNUUSJAV-UHFFFAOYNA-N,dodecane,178.233,211.323,-21521.874,717.6444571428619,212.308,7.75582,9.45,12.219,0.0,-1.55636,-0.19284,0.16168,0.0,-1.907222985
VYWYYJYRVSBHJQ-KZFATGLANA-N,1-butanol,212.118,207.701,-25451.506000000005,-1545.7452592592635,212.308,7.75582,8.145,14.403,-3.01592,0.28359,-0.57682,0.87467,-1.26736,-0.467935588
CMWTZPSULFXXJA-YAQRNVERNA-N,dmso,230.263,260.891,-28564.202000000005,-934.986249999998,212.308,7.75582,7.433,9.741,-1.47958,-1.09948,-0.61446,0.63996,-1.47958,0.046334115
AIONOLUJZLIMTK-AWEZNQCLNA-N,1-butanol,302.283,304.13,-31618.898,-1701.612571428563,212.308,7.75582,9.387,11.919999999999998,-2.82179,-0.36115,-0.6817,0.67497,-2.82179,-1.386041465
LVHBHZANLOWSRM-HJYFZBQUNA-N,1-propanol,130.1,153.839,-22136.732,-885.7044999999962,212.308,7.75582,9.586,13.957,-2.1775,0.65387,-0.60735,0.67321,-2.1775,-0.013808503
UMGDCJDMYOKAJW-UBUOBULFNA-N,1-butanol,76.116,104.406,-16921.285999999996,256.9844000000048,212.308,7.75582,10.264,12.56,0.0,0.50812,-0.80549,0.50812,-1.70397,-0.841123264
MWPLVEDNUUSJAV-UHFFFAOYNA-N,2-butanol,178.233,211.323,-21535.424,704.094457142859,212.308,7.75582,8.911,11.25,0.0,-1.6424,-0.19813,0.1709,0.0,-2.198510057
CPJSUEIXXCENMM-WXRBYKJCNA-N,thf,179.218,222.907,-25924.638000000006,129.4564285714223,224.064,3.28957,9.299,11.067,-1.07098,-0.9426,-0.64825,0.66132,-1.51028,-0.369648487
YLYIXDZITBMCIW-UHFFFAOYNA-N,water,213.235,241.847,-26604.788,-790.6893333333355,224.064,3.28957,11.025,13.241,-0.94603,-0.89408,-0.60841,0.61394,-1.13128,-2.173394322
CMWTZPSULFXXJA-GTNTULIANA-N,thf,230.263,261.811,-28227.736,-541.7917714285686,224.064,3.28957,8.565999999999999,11.062,-1.48502,-1.09945,-0.59823,0.64073,-1.48502,0.265332907
YNPNZTXNASCQKK-UHFFFAOYNA-N,cyclohexane,178.233,209.472,-23071.034,-689.4541666666664,224.064,3.28957,9.778,12.77,0.0,-1.54412,-0.1687,0.158,0.0,-0.48148606
CGIGDMFJXJATDK-QWOVJGMINA-N,dmso,357.793,353.799,-34864.232,-195.23850000000675,403.539,2.64624,7.194,9.895,-2.05281,-0.6930499999999999,-0.59755,0.66446,-2.41452,0.164076107
MFFDJRYGVWMCQY-UHFFFAOYNA-N,trifluoroethanol,224.305,278.701,-27680.09,-533.1926666666586,403.539,2.64624,10.999,9.322,0.0,-1.94315,-0.41043,0.30706,-0.67987,0.393048466
MWPLVEDNUUSJAV-UHFFFAOYNA-N,ethanol,178.233,211.323,-21536.11,703.4084571428575,403.539,2.64624,9.06,11.137,0.0,-1.64728,-0.19848,0.17141,0.0,-2.096910013
JCLYNMPVVXQIJI-UHFFFAOYNA-N,1-propanol,258.233,269.962,-29581.964,-1543.4466666666594,283.468,7.147449999999999,8.398000000000001,12.16,-1.92681,-0.70225,-0.57664,0.8479,-1.25388,-0.886056648
ZIMGGGWCDYVHOY-UHFFFAOYNA-N,2-propanol,209.25,235.031,-25945.278,-642.9517142857148,247.237,8.31624,9.735,12.094,-0.36027,-0.2562299999999999,-0.70988,0.48764,-2.64876,-1.288483095
RZVHIXYEVGDQDX-UHFFFAOYNA-N,water,208.216,221.36,-23716.82,-152.34799999999814,247.237,8.31624,9.754,14.257,-1.11891,-0.2986399999999999,-0.55949,0.5644,-1.11891,-5.190000154
BMLIZLVNXIYGCK-WXRBYKJCNA-N,1-butanol,198.652,225.835,-25322.952,-1427.194551724133,228.632,7.31873,9.932,11.873,-0.67023,-0.43065,-0.67023,0.68262,-1.60285,-0.829999999
UVEWQKMPXAHFST-UHFFFAOYNA-N,trifluoroethanol,181.237,229.978,-24932.078,-1569.1472500000018,231.532,2.97992,10.729,10.424,0.0,-1.43654,-0.37197,0.17268,-0.37197,0.56312496
LULAYUGMBFYYEX-BGGKNDAXNA-N,1-decanol,156.568,170.452,-22112.020000000004,-925.5188571428588,231.532,2.97992,9.295,12.907,-1.06892,0.0675199999999999,-0.5902,0.65809,-1.1544599999999998,-0.218218602
YNPNZTXNASCQKK-UHFFFAOYNA-N,cyclohexanone,178.233,209.472,-22914.058,-532.4781666666677,219.356,0.0713407,8.972,9.403,0.0,-1.63348,-0.17512,0.16753,0.0,0.362927452
YLQWCDOCJODRMT-UHFFFAOYNA-N,3-methyl-1-butanol,180.206,204.757,-22303.94,-486.65627906976806,219.356,0.0713407,8.673,12.398,-0.55258,-0.80422,-0.55258,0.59637,-0.55258,-0.508638306
ZUOUZKKEUPVFJK-UHFFFAOYNA-N,methanol,154.211,198.223,-21591.15,-772.5208148148158,219.356,0.0713407,10.221,12.108,0.0,-1.60416,-0.18001,0.16313,0.0,-0.375594407
LPNBBFKOUUSUDB-BGGKNDAXNA-N,sulfolane,136.15,170.201,-22523.842,-1731.3384000000003,219.356,0.0713407,9.993,10.727,-1.11105,-0.5011300000000001,-0.6243,0.67611,-1.11105,-0.009358864
RZVAJINKPMORJF-BGGKNDAXNA-N,methanol,151.165,185.205,-23120.07,-200.880684210526,219.356,0.0713407,10.177,11.628,-1.16123,-0.43155,-0.65876,0.66433,-1.59803,0.377179008
XSQUKJJJFZCRTK-UBUOBULFNA-N,methanol,60.0554,89.0244,-16860.532,-724.3174999999974,219.356,0.0713407,11.201,13.594,-0.71343,0.66484,-0.71343,0.66484,-1.82775,0.424228071
YGSDEFSMJLZEOE-BGGKNDAXNA-N,1-butanol,138.123,157.247,-21640.868,-494.0554000000011,151.939,1.4759,9.356,12.608999999999998,-1.58755,0.1449299999999999,-0.59409,0.69278,-1.58755,0.335172996
PZPZDEIASIKHPY-UHFFFAOYNA-N,toluene,242.234,257.432,-27516.85,-794.7253333333392,151.939,1.4759,7.835999999999999,10.23,-1.55201,-0.7247699999999999,-0.55165,0.85693,-1.16426,-1.681831487
IPCSVZSSVZVIGE-HCKMINDGNA-N,2-propanol,256.428,353.142,-34327.178,-724.9709999999977,379.649,2.56247,10.888,13.836,-1.12048,-3.5661,-0.61788,0.6727,-1.12048,-0.117385963
TYFQFVWCELRYAO-FLKJISBTNA-N,water,174.196,219.978,-26268.754,-243.18199999999703,379.649,2.56247,11.987,15.337,-2.24454,-0.4472800000000001,-0.63389,0.67675,-2.24454,-1.955576198
HLNDPICGHQGWSU-UHFFFAOYNA-N,1-propanol,330.337,347.339,-36701.384000000005,-961.1415000000125,379.649,2.56247,9.229,12.059,-2.90727,-0.7757999999999998,-0.63616,0.63639,-2.90727,-0.9019957466101696
BSYNRYMUTXBXSQ-WXRBYKJCNA-N,1-hexanol,180.16,197.934,-24905.258,-730.9761500000059,205.273,3.05526,9.19,13.151,-2.06996,0.32853,-0.59464,0.71606,-2.06996,-0.303708858
BBEAQIROQSPTKN-UHFFFAOYNA-N,"2,2,4-trimethylpentane",202.255,222.477,-22094.148,13.960985074627388,205.273,3.05526,9.44,12.291,0.0,-1.56626,-0.17506,0.15802,0.0,-1.362410214
HEFNNWSXXWATRW-YHMJCDSINA-N,water,206.284,256.95,-28482.228,-486.5760645161281,205.273,3.05526,11.716,13.428999999999998,-1.10418,-1.97906,-0.6298,0.64595,-1.10418,-3.403750487
XVULBTBTFGYVRC-HHUCQEJWNA-N,toluene,308.503,341.27,-36695.856,-2971.582000000002,437.158,3.0483,10.127,10.329999999999998,-1.20552,-4.51608,-0.61414,0.41454,-1.20552,-0.303431177
YRHRIQCWCFGUEQ-UHFFFAOYNA-N,nonane,212.266,221.762,-24062.874,-869.7831785714261,437.158,3.0483,9.653,12.912,-0.53866,-0.8025,-0.53866,0.56473,-0.5336000000000001,-2.434396895
VYWYYJYRVSBHJQ-KZFATGLANA-N,water,212.118,207.639,-25567.006,-1661.24525925926,437.158,3.0483,9.621,15.438,-3.04065,0.29772,-0.58446,0.87869,-1.28382,-2.417000049
JDCMOHAFGDQQJX-UHFFFAOYNA-N,"cis-1,4-dimethylcyclohexane",272.097,214.933,-25504.17,134.5521999999983,228.343,0.00111903,8.413,13.881999999999998,0.0,0.61391,-0.08279,0.11865,-0.6139,-0.267092734
WPYMKLBDIGXBTP-FZOZFQFYNA-N,water,122.123,151.267,-21041.358,-1310.358650000002,144.24200000000002,3.53264,10.89,14.124,-1.10244,-0.1086299999999999,-0.61921,0.66842,-1.10244,-1.585588124
MWOOGOJBHIARFG-UHFFFAOYNA-N,"1,2-dichloroethane",152.149,179.623,-23140.9,-1044.5886000000028,144.24200000000002,3.53264,9.754,9.647,-1.41949,-0.10249,-0.56495,0.44509,-1.41949,0.070037867
ZUOUZKKEUPVFJK-UHFFFAOYNA-N,octane,154.211,198.095,-21637.582,-818.9528148148165,201.279,0.00132437,10.805,13.284,0.0,-1.52948,-0.17207,0.15676,0.0,-0.035864501
MWPLVEDNUUSJAV-UHFFFAOYNA-N,dichloromethane,178.233,211.323,-21530.484000000004,709.0344571428541,221.701,0.00174209,9.48,8.350999999999999,0.0,-1.63014,-0.19734,0.1696,0.0,-0.841637508
JWAZRIHNYRIHIV-UHFFFAOYNA-N,peg400,144.173,175.366,-21183.86,-261.00446153846497,221.701,0.00174209,8.852,9.933,-0.49718,-1.04753,-0.49718,0.35553,-0.49718,-0.144
SQNZJJAZBFDUTD-UHFFFAOYNA-N,1-butanol,134.221,191.435,-22257.258,211.39258064516616,221.701,0.00174209,10.623,11.765,0.0,-2.34993,-0.49076,0.171,0.0,-0.249401982
QIQXTHQIDYTFRH-LILDFLRNNA-N,water,284.481,383.743,-37279.48,-133.19487500000105,221.701,0.00174209,12.061,14.662,-1.12449,-4.0572,-0.62452,0.66785,-1.12449,-5.679999196
WURBFLDFSFBTLW-UHFFFAOYNA-N,1-hexanol,210.232,239.946,-26096.300000000003,-1085.6542040816348,254.79,5.24949,8.879999999999999,13.062,-1.00889,-0.67053,-0.50476,0.44029,-1.00889,-0.91
HYZJCKYKOHLVJF-FZOZFQFYNA-N,1-chlorobutane,118.138,147.573,-19874.088000000003,-400.556888888892,141.02700000000002,4.95365,10.093,10.255,0.0,-0.53214,-0.41377,0.30353,-0.6391800000000001,-2.096910013
VYWYYJYRVSBHJQ-KZFATGLANA-N,ethanol,212.118,207.701,-25555.352000000003,-1649.5912592592613,141.02700000000002,4.95365,8.353000000000002,14.389,-3.02459,0.2885299999999999,-0.5795,0.87616,-1.2730899999999998,-0.128475231
IEDVJHCEMCRBQM-CLRGVMNRNA-N,peg400,290.321,310.754,-31995.580000000005,-526.3117777777843,141.02700000000002,4.95365,9.251,10.403,-1.17533,-0.1823399999999999,-0.59704,0.45327,-3.2422,-1.248999997
SQNZJJAZBFDUTD-UHFFFAOYNA-N,4-methyl-2-pentanol,134.221,191.25,-23166.506,-697.8554193548371,141.02700000000002,4.95365,10.729,11.807,0.0,-2.34494,-0.49056,0.1707,0.0,-0.203160029
CKAPSXZOOQJIBF-UHFFFAOYNA-N,ethanol,284.784,220.81,-23576.378,1947.6198571428577,239.638,0.00278364,9.094,12.837,0.0,0.06609,-0.01117,0.01125,-0.06609,-2.396855627
LNEPOXFFQSENCJ-UHFFFAOYNA-N,dmso,375.87,393.645,-36243.842,-1001.9102222222282,447.023,2.98533,7.521,9.592,-1.20003,-2.04083,-0.61892,0.60478,-1.84451,-0.841220243
SKZKKFZAGNVIMN-FSHFIPFONA-N,2-methyl-2-propanol,137.138,161.123,-21121.388000000003,-622.1761176470573,156.659,7.05789,9.782,12.774,-1.18674,0.06367,-0.69006,0.64807,-1.73044,-0.498940738
LDZYRENCLPUXAX-UHFFFAOYSA-N,2-butanol,132.165,167.349,-21022.318,-1284.2766666666648,156.659,7.05789,9.95,12.256,0.0,-0.8157500000000001,-0.50521,0.30818,-0.75128,0.133858125
CMWTZPSULFXXJA-YAQRNVERNA-N,peg400,230.263,260.703,-28934.248,-1305.032249999993,278.084,1.77557,8.790000000000001,9.907,-1.48142,-1.10309,-0.59899,0.63982,-1.48142,-0.286
SATCULPHIDQDRE-UHFFFAOYNA-N,dmso,150.134,168.08,-21915.386,-1422.502545454543,278.084,1.77557,7.292,10.186,-1.28498,0.26111,-0.56215,0.44832,-1.28498,0.781755375
WJUFSDZVCOTFON-UHFFFAOYNA-N,thf,166.176,200.005,-25088.558,-2090.009833333333,278.084,1.77557,8.568,11.35,-1.3203200000000002,-0.3273,-0.5702,0.44685,-1.3203200000000002,0.726276531
VHNQIURBCCNWDN-PPMNOVJINA-N,toluene,109.13,143.295,-20256.084000000003,130.92833333333692,278.084,1.77557,9.063,9.868,0.0,-0.05159,-0.5357,0.38468,-1.4844499999999998,-1.37780989
WQLVFSAGQJTQCK-UHFFFAOYNA-N,water,414.627,410.798,-37196.77399999999,-110.18599999999424,534.471,3.2883400000000003,12.987,13.278,-1.69897,-4.65663,-0.6307,0.54296,-1.69897,-6.197500079
YJGVMLPVUAXIQN-XVVDYKMHNA-N,methanol,414.411,381.994,-36763.304,323.8583333333372,534.471,3.2883400000000003,9.949,11.842,-3.48421,-0.4395199999999998,-0.5816,0.66993,-3.48421,-1.238974748
BXAOUWIVXLQYOZ-SPEPDGBUNA-N,ethanol,443.542,466.593,-44111.350000000006,474.0161333333235,560.3359999999999,6.61366,10.170000000000002,12.453,-2.66367,-2.16982,-0.66855,0.74878,-3.96999,-1.769551079
WPYMKLBDIGXBTP-FZOZFQFYNA-N,1-butanol,122.123,151.267,-20861.554,-1130.554650000002,560.3359999999999,6.61366,9.457999999999998,13.044999999999998,-1.09549,-0.1094299999999999,-0.61181,0.66512,-1.09549,0.400319786
ZNNLBTZKUZBEKO-PLJOYGPPNA-N,2-propanol,494.004,501.248,-43803.624,-1904.4899999999907,555.7180000000001,14.1801,9.659,12.441,-3.65592,-1.88443,-0.97003,2.57247,-3.00949,-4.399272151
GSBSDUZVSCTUKA-PKSOQXRJNA-N,methanol,288.345,304.128,-29211.644,-535.313066666662,555.7180000000001,14.1801,9.026,10.991,-1.11678,-1.7854,-0.61888,0.66879,-1.11678,-0.64330389
DFXQXFGFOLXAPO-KZFATGLANA-N,2-methyl-1-pentanol,201.566,197.197,-24629.67,-1362.788647058827,555.7180000000001,14.1801,8.538,13.496,-2.0062,0.21113,-0.58121,0.86175,-1.1715,-0.721246399
GVEPBJHOBDJJJI-UHFFFAOYNA-N,water,202.255,227.244,-23077.340000000004,-513.4202040816308,555.7180000000001,14.1801,10.332,12.784,0.0,-1.66073,-0.15761,0.1689,0.0,-5.973333867
BOCJQSFSGAZAPQ-UHFFFAOYNA-N,hexane,242.661,236.9,-25826.356,-654.8866530612213,256.833,1.41669,9.035,14.401,-0.97254,-0.1939399999999999,-0.49386,0.53854,-1.02039,-2.623708895
BBEAQIROQSPTKN-UHFFFAOYNA-N,hexane,202.255,222.477,-22094.048000000003,14.060985074625933,242.478,0.00044142,9.663,12.528,0.0,-1.56625,-0.17506,0.15802,0.0,-1.189498652
PJANXHGTPQOBST-VAWYXSNFNA-N,water,180.249,233.278,-24209.768,-776.4017777777772,235.521,0.00624129,11.043,12.872,0.0,-1.93724,-0.19152,0.16419,0.0,-5.790115188
REYJJPSVUYRZGE-UHFFFAOYNA-N,methanol,269.513,382.484,-37480.03200000001,-1252.7630000000063,235.521,0.00624129,14.222,12.21,0.0,-4.75387,-0.5653,0.21991,-0.5653,0.225309282
CPJSUEIXXCENMM-WXRBYKJCNA-N,peg400,179.218,222.552,-26715.216,-661.1215714285718,235.521,0.00624129,9.526,9.841,-1.06882,-0.94139,-0.64646,0.66129,-1.50772,-0.534
LXCFILQKKLGQFO-UHFFFAOYNA-N,peg400,152.149,181.863,-22899.466,-1301.626222222225,235.521,0.00624129,9.032,10.901,-1.48905,-0.09538,-0.60786,0.68101,-1.48905,-0.843000001
MKASXAGBWHIGCF-UHFFFAOYNA-N,chloroform,199.252,241.786,-26828.81,-2107.4248000000007,235.521,0.00624129,11.167,7.702999999999999,-0.38616,-1.44169,-0.54006,0.43213,-0.8361799999999999,0.367698344
BOCJQSFSGAZAPQ-UHFFFAOYNA-N,water,242.661,236.9,-25986.584,-815.1146530612241,235.521,0.00624129,9.669,14.044999999999998,-1.09354,-0.1125,-0.54967,0.57409,-1.16364,-5.540000226
YNPNZTXNASCQKK-UHFFFAOYNA-N,1-heptanol,178.233,209.472,-22887.26,-505.6801666666688,235.521,0.00624129,9.436,11.498,0.0,-1.62466,-0.17448,0.16661,0.0,-0.559090918
WJFKNYWRSNBZNX-UHFFFAOYNA-N,1-propanol,199.27,217.26,-25019.108,-1772.4879999999976,235.521,0.00624129,9.868,10.892,0.0,-1.22439,-0.3988,0.30036,-0.43631,-0.935608358
CPJSUEIXXCENMM-WXRBYKJCNA-N,1-pentanol,179.218,224.697,-26201.596,-147.5015714285728,235.521,0.00624129,10.074,11.538,-1.07825,-0.92623,-0.65086,0.66243,-1.51732,-0.69474806
BONIIQYTWOPUQI-BGGKNDAXNA-N,dmf,192.131,189.978,-23277.252,-513.2419999999947,235.521,0.00624129,7.267,12.251,-1.96882,0.6846,-0.5152,0.84559,-1.60187,0.17278633
RZVAJINKPMORJF-BGGKNDAXNA-N,dmso,151.165,185.205,-23775.688,-856.4986842105282,235.521,0.00624129,8.104,9.786,-1.1449,-0.42925,-0.64607,0.66217,-1.585,0.459330207
HYZJCKYKOHLVJF-FZOZFQFYNA-N,butanone,118.138,147.573,-19907.7,-434.1688888888857,235.521,0.00624129,9.608,9.862,0.0,-0.53606,-0.43312,0.30924,-0.65095,-0.582268768
JTEGQNOMFQHVDC-IRNSGEEPNA-N,thf,229.253,229.809,-26681.507999999994,-920.9023999999844,235.521,0.00624129,8.844999999999999,11.974,-1.67295,0.8862600000000002,-0.65284,0.71747,-3.28134,-1.726558836
YGSDEFSMJLZEOE-BGGKNDAXNA-N,chloroform,138.123,157.307,-21359.57,-212.75740000000224,235.521,0.00624129,10.376,9.004,-1.56156,0.1480099999999999,-0.61264,0.68697,-1.56156,-0.901656431
ZEYHEAKUIGZSGI-BGGKNDAXNA-N,1-octanol,152.149,180.377,-23098.358,-1611.8360689655165,235.521,0.00624129,9.642,12.452000000000002,-1.47856,-0.0966699999999999,-0.61619,0.68142,-1.47856,-1.096910013
ILUJQPXNXACGAN-BGGKNDAXNA-N,1-hexanol,152.149,179.108,-23484.396,-600.7237837837893,177.255,5.42161,9.625,12.418,-1.47243,-0.0764699999999999,-0.61749,0.70345,-1.47243,-0.431798276
RZVAJINKPMORJF-BGGKNDAXNA-N,2-propoxyethanol,151.165,185.242,-23394.338,-475.148684210526,181.571,3.855,9.584,10.623,-1.13799,-0.42901,-0.64065,0.6605,-1.57821,-0.156271096
JZFDKGFWNSQAHU-GPQMBLKYNA-N,benzene,254.285,281.214,-30417.668,-1010.9847999999948,181.571,3.855,8.699000000000002,10.202,-1.5332599999999998,-0.90354,-0.54353,0.63623,-1.5332599999999998,-1.072636049
MWPLVEDNUUSJAV-UHFFFAOYNA-N,dimethylacetamide,178.233,211.323,-21536.896,702.6224571428575,181.571,3.855,8.777999999999999,9.409,0.0,-1.65116,-0.19877,0.17182,0.0,-0.895609227
MWPLVEDNUUSJAV-UHFFFAOYNA-N,1-heptanol,178.233,211.323,-21532.754,706.7644571428609,181.571,3.855,8.918,11.008,0.0,-1.63533,-0.19767,0.17015,0.0,-1.886056648
MWPLVEDNUUSJAV-UHFFFAOYNA-N,2-methyl-2-propanol,178.233,211.323,-21530.672,708.8464571428594,181.571,3.855,9.001999999999999,11.338,0.0,-1.63739,-0.19785,0.17037,0.0,-2.330529609
SKZKKFZAGNVIMN-FSHFIPFONA-N,1-octanol,137.138,161.123,-21484.264000000003,-985.0521176470576,157.734,3.67175,9.669,12.492,-1.12964,0.05575,-0.64113,0.64334,-1.6937,-0.723058041
SKCNYHLTRZIINA-UHFFFAOYNA-N,methanol,162.018,173.447,-22034.004,-545.7554285714286,157.734,3.67175,9.643,12.903,0.0,-0.33895,-0.37603,0.20521,-0.61626,-0.850863676
UJOBWOGCFQCDNV-UHFFFAOYNA-N,1-octanol,167.21,198.372,-21973.456,-312.70560000000114,157.734,3.67175,9.907,11.319,0.0,-1.30053,-0.28904,0.29497,-0.28904,-1.290000003
ZIMGGGWCDYVHOY-UHFFFAOYNA-N,water,209.25,234.77,-26268.022,-965.6957142857136,157.734,3.67175,10.983,13.05,-0.359,-0.2550899999999999,-0.72113,0.48769,-2.6619200000000003,-1.911790103
GKODDAXOSGGARJ-KZFATGLANA-N,dmf,165.123,173.269,-22293.738,-1027.9132000000063,171.16600000000005,7.151269999999999,7.575,10.772,-0.93811,0.5795,-0.50608,0.47447,-1.48309,-0.070277303
MWPLVEDNUUSJAV-UHFFFAOYNA-N,1-chlorooctane,178.233,211.323,-21526.764000000003,712.7544571428552,171.16600000000005,7.151269999999999,9.204,9.149,0.0,-1.60529,-0.19574,0.16695,0.0,-1.342794686
XMTQQYYKAHVGBJ-XWKXFZRBNA-N,1-decanol,233.097,243.141,-27139.74,-2155.0484799999977,171.16600000000005,7.151269999999999,9.748,12.042,-0.6505,-0.26149,-0.6505,0.67963,-1.62025,-1.13520452
PJANXHGTPQOBST-VAWYXSNFNA-N,decane,180.249,233.278,-24101.996,-668.6297777777763,171.16600000000005,7.151269999999999,10.21,12.931,0.0,-1.83047,-0.18424,0.15523,0.0,-1.10655172
YVUQSNJEYSNKRX-VJSLDGLSNA-N,1-octanol,461.553,466.687,-39270.416,-210.41312499999185,171.16600000000005,7.151269999999999,10.002,11.805,-0.64041,-2.67341,-0.64041,0.63364,-2.0830100000000003,-1.58284347
PJANXHGTPQOBST-VAWYXSNFNA-N,m-xylene,180.249,234.004,-25353.56,-1920.1937777777785,171.16600000000005,7.151269999999999,8.723,9.568,0.0,-1.85969,-0.1894,0.1625,0.0,-0.341124794
MWPLVEDNUUSJAV-UHFFFAOYNA-N,3-methyl-1-butanol,178.233,211.323,-21534.932,704.5864571428574,171.16600000000005,7.151269999999999,8.745,11.23,0.0,-1.64041,-0.19803,0.17069,0.0,-2.17557905
BXAOUWIVXLQYOZ-SPEPDGBUNA-N,dmso,443.542,449.651,-45917.556,-1332.1898666666675,171.16600000000005,7.151269999999999,7.981,10.383,-2.60981,-2.13815,-0.66072,0.7481,-3.96675,-0.640164518
CIWBSHSKHKDKBQ-JLAZNSOCNA-N,chloroform,176.126,180.575,-24390.284,-459.2405000000035,171.16600000000005,7.151269999999999,10.237,9.193,-2.83983,0.7444500000000001,-0.56103,0.63039,-2.83983,-0.450624140974026
POULHZVOKOAJMA-NDKGDYFDNA-N,2-methyl-1-propanol,200.32,280.46,-30193.714,-1212.0140000000029,171.16600000000005,7.151269999999999,10.482,13.907,-1.11214,-2.50972,-0.62482,0.66515,-1.11214,0.346475308
WLJVNTCWHIRURA-PSPNOWEWNA-N,ethanol,160.169,202.824,-25362.702,-867.3911999999982,171.16600000000005,7.151269999999999,10.69,14.361,-2.22387,-0.1873899999999999,-0.62579,0.67345,-2.22387,0.247053298
WURBVZBTWMNKQT-UHFFFAOYNA-N,cyclohexane,293.752,295.169,-30248.134,-1107.8217142857102,171.16600000000005,7.151269999999999,9.631,13.621,-0.80367,-1.36355,-0.51624,0.40662,-1.48213,-1.446778721
QECIGCMPORCORE-UHFFFAOYNA-N,acetonitrile,206.243,229.614,-24841.594,-944.7588000000032,171.16600000000005,7.151269999999999,11.302,10.309,-0.5733,-1.06391,-0.5733,0.45154,-0.5733,-0.83324539
GHICCUXQJBDNRN-BGGKNDAXNA-N,dmf,248.02,183.315,-23998.492,-1358.5060000000012,171.16600000000005,7.151269999999999,8.218,11.057,-1.07563,0.0192899999999999,-0.59695,0.66006,-1.11502,-0.22184875
WURBFLDFSFBTLW-UHFFFAOYNA-N,2-ethoxyethanol,210.232,239.808,-25841.528,-830.8822040816303,171.16600000000005,7.151269999999999,8.004,12.26,-1.00714,-0.67408,-0.50359,0.44775,-1.00714,-0.193291271
RJKGJBPXVHTNJL-UHFFFAOYNA-N,heptane,173.171,192.125,-22419.248,-268.7328780487805,197.458,5.952030000000001,9.398,13.472,-0.95123,-1.03667,-0.47702,0.82912,-0.12211,-0.860689614
CMWTZPSULFXXJA-GTNTULIANA-N,chlorobenzene,230.263,260.797,-28297.968,-612.0237714285722,197.458,5.952030000000001,8.621,8.664,-1.46288,-1.09237,-0.58726,0.63313,-1.46288,-1.060480747
GVEPBJHOBDJJJI-UHFFFAOYNA-N,"1,2-dichloroethane",202.255,227.244,-23051.474,-487.554204081629,197.458,5.952030000000001,9.389,9.219,0.0,-1.63816,-0.15611,0.16675,0.0,-0.372449176
RJKGJBPXVHTNJL-UHFFFAOYNA-N,benzene,173.171,192.125,-22433.916,-283.40087804878203,197.458,5.952030000000001,8.041,9.787999999999998,-0.9604,-1.04188,-0.48159,0.83329,-0.12711,0.589310451
DDBREPKUVSBGFI-LUXCBXFANA-N,methanol,232.238,238.413,-27039.862,-751.0813333333244,197.458,5.952030000000001,8.827,12.923,-1.32462,0.2064,-0.66499,0.75551,-2.65445,0.035429738
RYYVLZVUVIJVGH-UHFFFAOYNA-N,ethanol,194.193,206.825,-25335.586,-1393.4236666666657,197.458,5.952030000000001,9.813,12.306,-1.21313,0.3238399999999999,-0.61,0.69048,-2.22417,-1.460790794
WBYWAXJHAXSJNI-KZFATGLANA-N,ethanol,148.161,181.493,-22591.518000000004,-331.98237500000687,197.458,5.952030000000001,9.822,12.652,-1.10373,-0.44249,-0.63661,0.69178,-1.10373,0.047491176
MSWPGMRTURVKRJ-UHFFFAOYNA-N,toluene,211.263,259.197,-27371.916,-1706.2330000000038,197.458,5.952030000000001,8.850999999999999,9.566,-0.37001,-1.36514,-0.38867,0.36592,-0.71861,0.426511261
BLUAFEHZUWYNDE-NNWCWBAJNA-N,acetone,282.336,271.493,-30720.646,-1829.33236363636,197.458,5.952030000000001,9.197,10.956,-2.01619,-1.63394,-0.56621,0.68408,-2.01619,-0.950751404
YRHRIQCWCFGUEQ-UHFFFAOYNA-N,butyronitrile,212.266,221.762,-24886.032,-1692.9411785714256,197.458,5.952030000000001,10.803999999999998,10.407,-0.59338,-0.79527,-0.59338,0.59229,-0.60589,-1.497191401
GVIJJXMXTUZIOD-UHFFFAOYNA-N,hexane,216.315,223.654,-23464.31,-465.6723157894703,239.648,1.66133,10.468,12.896,0.0,-1.27649,-0.13927,0.16806,-0.03156,-1.600362321
AAOVKJBEBIDNHE-UHFFFAOYNA-N,ethanol,284.745,289.674,-29257.446,-706.2283999999963,324.605,5.959219999999999,9.551,12.233,-0.6216,-0.93091,-0.6216,0.60065,-1.40012,-1.038199361
YNPNZTXNASCQKK-UHFFFAOYNA-N,3-methyl-1-butanol,178.233,209.472,-22836.512,-454.9321666666692,324.605,5.959219999999999,9.262,11.721,0.0,-1.62996,-0.17484,0.16723,0.0,-0.834335389
